Student_ID,Student_Name,Study_Hours,Attendance,Assignment_Score,Previous_Score,Participation,Final_Score
172,Shannon Bass,6.5,63,82,74,3,67
173,Allen Chandler,5.4,95,58,59,5,65
174,Gloria Myers,9.9,76,78,91,7,83
175,Todd Stewart,1.2,79,60,90,6,61
176,Deanna Adams,8.4,67,49,40,5,58
177,Sylvia Spencer,6.9,67,65,69,8,68
178,Eric Reyes,5.2,74,62,99,3,67
179,Jessica Guzman,4.1,63,83,44,8,61
180,Michelle Miles,3.9,70,67,58,10,63
181,Christina Hawkins,9.4,80,94,53,7,79
182,Trevor Jones,4.4,76,55,66,4,58
183,Curtis Raymond,5.9,62,67,59,1,56
184,Nicole Jackson,9.6,82,53,71,6,73
185,Steven Foley,9.8,81,77,56,1,71
186,Cynthia Everett,8.1,61,42,96,5,66
187,Mrs. Jessica Mccoy PhD,6.7,87,44,66,9,68
188,Lindsey Terry,2.9,96,44,71,6,61
189,Bethany Rojas,7.2,71,65,68,8,70
190,David Castillo,1.4,96,86,77,6,69
191,William Rogers,3.8,75,91,70,7,70
192,Christopher Myers,2.4,63,57,80,3,53
193,David Walton,8.5,80,76,100,1,77
194,Michael Ortiz,1.6,81,81,79,2,61
195,Sarah Olson,2.3,86,66,54,8,61
196,Robert Phillips,2.6,84,52,40,10,57
197,Tracy Dunn,7.5,66,88,54,2,66
198,Cheryl Graves,2.2,89,65,55,1,54
199,Daniel Koch,4.4,68,58,100,6,66
200,Zachary Ray,8.7,92,74,54,6,75
201,Antonio Tran,5.7,55,80,69,5,63
202,Sarah Jackson,7.5,54,74,89,10,74
203,Kevin Novak,4.4,78,98,35,6,65
204,Brian Price,7.8,50,73,36,8,61
205,Darren Jackson,9.3,90,73,97,3,81
206,Malik Ramirez,7.1,88,65,40,3,63
207,Bruce Payne,4.9,71,55,38,1,49
208,Eric Taylor,8.8,59,60,60,8,67
209,David Goodman,9.9,91,68,73,2,76
210,Mario Wong,9.0,56,70,50,1,60
211,Beverly Ford,8.3,94,84,68,2,76
212,Patrick Jacobson,8.4,94,63,61,9,77
213,Misty Gomez,2.7,62,64,99,6,62
214,Misty Coffey,6.1,83,95,96,7,82
215,Tamara Mckenzie,3.2,93,56,60,7,62
216,Kevin Bailey,3.4,55,70,68,10,61
217,Dr. James Miller,5.2,81,75,58,1,62
218,Dawn Espinoza,9.1,68,90,89,2,77
219,Sarah Smith,6.8,75,98,96,4,80
220,Kimberly Hernandez,7.7,93,84,84,5,81
221,Robert Hernandez,6.5,73,76,47,4,63
222,Daniel Harper,7.6,72,88,84,10,82
223,Gary Woods,8.0,57,52,83,8,67
224,Donald Walker,1.1,79,61,86,4,58
225,Cheryl Hughes,2.3,59,80,49,8,57
226,Nicole Bender PhD,8.7,91,66,49,2,68
227,Dr. James Dean,8.3,75,91,42,2,68
228,Joshua Massey,2.6,73,42,49,7,50
229,Amber Molina,5.3,81,60,75,10,70
230,Erin Jones,1.9,86,86,81,8,71
231,Melissa Little,8.3,65,78,64,7,72
232,Laura Bryant,7.6,96,70,67,2,72
233,Eric Rodriguez,5.0,80,55,63,10,66
234,Susan Johnson,8.9,82,46,46,1,60
235,Peter Brown,4.8,53,59,51,1,48
236,Sheri Obrien,8.8,74,61,84,10,78
237,Karen Bentley,7.2,72,80,89,4,74
238,Jennifer Owen,5.5,50,100,39,3,59
239,Shane Brown,3.5,92,43,91,7,65
240,Anne Woods,4.6,94,90,97,4,78
241,Shelby Newton,5.1,56,83,78,10,70
242,David Macdonald,5.2,59,54,37,7,53
243,Brandon Herrera,1.8,95,64,99,1,64
244,Robert Perez,7.0,62,87,51,5,66
245,Patricia Perez,7.3,55,46,65,10,62
246,Jesus Moore,6.9,56,52,61,1,54
247,Peter Horn,7.2,60,71,53,9,66
248,Tanya Gutierrez,3.8,85,42,53,6,55
249,Michael Rogers,5.7,74,45,80,10,67
250,Tonya Allen,5.7,52,63,95,8,67
251,Jessica Bell,3.1,61,70,97,7,65
252,James Kim,2.3,54,93,72,3,58
253,Lori Taylor,3.0,74,45,80,4,55
254,Brittany Martin,8.6,65,78,74,3,70
255,Maureen Mcpherson,6.4,52,54,78,4,58
256,Matthew Wilson,3.7,67,69,84,7,65
257,Jessica Brown,8.7,96,73,62,9,81
258,Adam Collins,9.0,72,79,83,7,79
259,Michael Scott,5.4,59,74,36,2,53
260,Ann Howard,7.4,89,97,64,7,81
261,Tim Beck,1.3,75,96,92,5,68
262,Jesus Mendoza,7.8,100,84,62,7,81
263,Andrew Burton,7.4,55,89,74,6,71
264,Linda Davis,7.6,71,74,93,6,76
265,Jessica Jones,3.4,66,72,39,10,59
266,Gregory Estrada,2.1,55,44,51,8,47
267,Mr. Alex Coleman II,3.1,90,71,37,1,54
268,Michelle Rush,4.0,99,42,79,7,66
269,Amanda Jones,5.2,54,97,86,10,75
270,Sandra Henderson,2.9,67,85,71,8,66
271,Daniel Wallace,1.3,95,56,92,2,60
272,Kellie Bishop,3.1,78,47,81,5,58
273,Debbie Callahan,6.6,97,94,84,10,87
274,Cynthia Mitchell,7.3,58,54,98,7,69
275,James Fernandez,4.8,72,64,55,2,56
276,Tanya Walsh,1.8,85,45,38,4,47
277,Allison Taylor,2.3,85,65,73,5,61
278,Douglas Franklin,6.6,55,88,64,10,71
279,Sabrina Gilmore,5.2,77,45,64,8,61
280,Paul Burgess,6.1,95,42,54,4,61
281,Sheila Foley,6.4,95,57,38,7,65
282,Whitney James,6.9,78,57,67,9,69
283,Mark Davis,3.4,91,47,84,10,68
284,Pamela Gray,7.4,91,59,80,10,78
285,Bernard Lee,9.3,99,80,46,6,78
286,George Thompson PhD,5.7,68,66,55,4,59
287,Nicole Brown,3.4,92,77,80,4,69
288,Nathan Luna,3.9,85,47,75,5,60
289,Donna Walker,4.9,57,47,69,6,55
290,Mark Brown,8.0,98,68,63,8,78
291,Kristin Hutchinson,7.5,69,75,42,6,65
292,Andrew Ramirez,5.4,90,55,63,2,61
293,Duane Townsend,1.9,62,55,37,9,49
294,Janice Phillips,6.2,98,99,44,1,71
295,Gabriela Bowers,9.1,51,72,99,1,69
296,Paul Allen,8.1,50,54,84,9,68
297,Patrick Patel,6.2,71,55,62,4,60
298,Shelly Daniel,9.4,97,81,67,3,79
299,Joshua Boyle,5.2,96,94,84,10,84
300,Teresa Horn,5.2,90,55,100,7,73
301,Barbara Calderon,3.6,55,78,48,6,56
302,David Castaneda,2.6,74,49,79,3,54
303,Haley Bailey,1.1,71,69,84,4,58
304,Tara Parker,8.2,90,40,37,2,58
305,Walter Reed,3.6,88,99,66,3,70
306,Eric Wilson,1.3,68,92,47,9,61
307,Lisa Frazier,4.0,82,63,78,8,67
308,Alan Leach,5.5,77,60,44,5,59
309,James Freeman,9.2,98,82,87,2,82
310,Peter Warren,5.8,74,77,67,9,71
311,Brian Morgan,9.3,58,44,90,5,67
312,Diana Wilson,4.5,88,66,100,8,75
313,Kimberly Anderson,2.9,87,46,44,3,50
314,Cory Rios,8.9,65,89,88,6,79
315,Katherine Gonzalez,8.0,98,47,40,10,70
316,Michael Acosta,9.1,99,63,60,7,77
317,Kevin Perez,7.8,65,65,48,3,60
318,Mark Wilson,1.9,66,88,59,4,58
319,Ricardo Jefferson,4.5,93,89,91,3,75
320,Dr. Faith Allen DDS,3.4,99,66,95,9,76
321,Robert Baxter,8.1,62,70,77,2,66
322,Timothy Bradley,3.1,92,89,69,5,70
323,Sabrina Wilson,6.7,63,55,93,7,68
324,Francisco Morrow,5.0,59,73,78,10,68
325,Kyle Gutierrez,8.0,91,61,96,7,80
326,Wayne Chen,6.3,64,96,57,1,65
327,Eric Fowler,8.1,88,97,42,8,78
328,Shawn Baird,2.1,92,76,100,7,73
329,Richard Cole,1.5,51,89,76,10,63
330,Robert Leonard,3.1,91,89,75,10,76
331,Hailey Wilson,5.8,87,88,62,10,77
332,Hector Arroyo,8.2,67,60,50,1,59
333,Jessica Bell,4.8,84,76,77,2,67
334,Diana Fox,9.0,68,93,55,4,73
335,Jason Nelson,4.7,95,50,73,2,62
336,Nicole Reese,7.1,62,80,87,2,69
337,Mark Brown,8.8,99,84,36,7,77
338,James Williams,8.4,96,73,97,7,85
339,Michelle Dalton,2.4,78,97,84,2,67
340,Stephen Hall,4.9,66,58,60,10,62
341,Joseph Alexander,2.9,77,75,78,9,68
342,Penny Marshall,8.9,56,61,49,10,66
343,Krista Riggs,6.4,57,71,55,3,58
344,Micheal Reese DVM,4.5,84,99,96,1,74
345,Scott Morales,3.7,76,57,49,1,51
346,Dr. Carol Baird,2.6,67,56,61,9,57
347,Carl Santos,4.6,92,51,43,5,58
348,John Vazquez,6.5,52,62,98,4,65
349,Rebecca Lewis,8.1,50,59,58,2,57
350,Benjamin Lewis,8.5,51,82,45,4,63
351,Danielle Herrera,5.2,80,65,44,3,58
352,Yvonne Harris,8.3,90,96,65,10,86
353,Nicole Murphy,7.2,83,64,67,7,71
354,Mr. John Dixon MD,8.8,90,65,54,10,77
355,Denise Santos,3.5,79,88,91,4,70
356,Stephanie Lewis,4.0,83,73,49,3,59
357,Michelle Fox,1.7,83,92,90,1,66
358,Matthew Koch,8.7,84,91,70,8,83
359,Carol Dixon,4.7,68,76,67,2,60
360,Rhonda Gonzalez,6.2,50,60,37,10,57
361,Ryan Clark,8.3,91,48,59,8,71
362,Lisa Bryant,6.7,99,62,62,9,75
363,Dylan Jones,5.9,61,61,44,8,59
364,Melissa Carey,2.2,80,65,61,4,56
365,Emily Foster,6.0,86,68,92,3,71
366,Marcus Duncan,8.5,57,40,53,4,55
367,Steven Peters,2.8,74,42,66,9,56
368,Daniel Henderson,5.2,57,76,68,2,59
369,Angela Jacobson,8.1,79,51,58,3,63
370,Sarah Garrett,1.3,86,74,74,7,64
371,Sarah Tucker,3.9,75,63,44,8,59
372,Suzanne Nelson,5.1,57,51,56,4,52
373,Kristi Robertson,8.2,99,48,93,6,77
374,Larry Reynolds,1.8,82,96,99,1,68
375,Julia Pearson,4.0,73,47,45,2,49
376,Shane Turner,4.2,64,67,57,6,58
377,Patricia Singh,4.7,96,89,80,7,78
378,Julie Mendez,5.7,69,40,98,8,66
379,Megan Graham,2.2,87,94,50,6,65
380,Carolyn Lopez,8.0,96,100,68,2,80
381,Lance Miller,9.5,81,72,41,3,68
382,Mrs. Kathryn Logan,5.6,73,43,46,10,59
383,Brandi Pierce,7.1,68,76,84,1,68
384,Joseph Huerta,7.4,86,76,99,4,79
385,Emily White,8.9,66,53,43,2,58
386,Cheryl Jones,9.9,56,41,62,8,64
387,Dawn Stevens,7.7,70,70,65,2,65
388,Eduardo Barton,2.4,59,50,68,10,55
389,Emily Ponce,8.0,87,58,62,1,65
390,Kristina Finley,8.4,64,98,57,6,74
391,David Wiggins,8.8,63,83,74,10,78
392,Daniel Hodge,6.9,58,57,68,5,61
393,Bradley Lopez,4.0,98,66,73,6,69
394,Ana Cervantes,1.5,50,88,40,3,48
395,Jeremy Jones,5.8,67,76,59,1,60
396,Nicholas Allen,3.7,95,72,37,3,59
397,Heather Hansen,9.5,74,45,83,10,75
398,Norman Alvarado,2.4,97,100,97,2,75
399,Jennifer Brown,2.3,99,55,55,2,56
400,Christina Townsend,5.8,73,51,65,10,65
401,Theresa Poole,2.6,62,40,77,10,56
402,Sara Rice,5.9,98,85,38,6,71
403,James Kennedy,2.0,96,63,51,7,60
404,Steven Oconnor,3.4,67,75,75,7,64
405,Susan Davis,6.3,76,72,81,2,67
406,Sarah Singh,6.1,82,91,80,10,81
407,Amanda Taylor,6.9,65,94,84,8,78
408,Jamie Griffin,6.5,51,58,97,7,66
409,Faith Greene,2.1,56,85,56,3,53
410,Manuel Price,9.9,92,98,59,8,87
411,Mark Moreno,4.7,71,69,56,3,58
412,Teresa Nelson,3.9,54,82,71,2,58
413,Anthony Walters,6.3,70,99,58,7,73
414,Corey Sanchez,8.1,61,42,79,4,61
415,Jean Bowman,2.4,75,69,80,10,66
416,Brooke Burns,3.9,96,59,36,3,56
417,Hannah Vasquez,7.7,96,87,59,2,74
418,Rachel Hall,6.1,74,90,53,9,72
419,James Martin,5.3,91,75,100,8,80
420,Tiffany Hernandez,3.7,90,59,60,8,64
421,Joseph Jackson,1.6,84,91,57,1,59
422,Francisco Harris,5.7,55,70,93,6,67
423,Bianca Lopez,8.1,100,73,94,4,82
424,Mr. Ruben Carter,1.1,83,59,42,10,56
425,Joanna Brooks,7.2,62,75,94,3,70
426,Nicole Tran,3.2,77,89,41,4,60
427,Brandon Duran,6.3,61,76,85,3,66
428,Robert Payne,3.1,61,68,83,5,60
429,Joseph Silva,2.6,80,59,47,8,57
430,Kirk Burke,7.2,95,97,50,4,76
431,Diana Ali,1.1,96,61,82,3,60
432,Michelle Chapman,9.0,56,59,94,6,71
433,Rodney Edwards,4.0,73,94,53,1,61
434,Jeffery Moore,5.8,77,68,87,4,69
435,Steve Brown,7.3,50,46,97,10,68
436,Katie Hayden,8.4,90,84,92,5,83
437,Seth Bernard,4.1,99,55,49,7,63
438,Jacqueline Krause,2.2,79,54,86,10,64
439,Eric Anderson,9.7,88,49,98,6,79
440,Stephen Barnes,6.9,97,67,45,2,65
441,Fred Wright,5.3,61,42,71,6,56
442,Reginald Houston,6.9,87,71,60,8,73
443,Russell Turner,7.1,53,65,49,2,55
444,Robert Luna,5.3,63,49,78,10,64
445,Andrew Ramirez,4.7,96,45,90,1,63
446,Alexander Johnson,2.2,100,67,94,7,71
447,Priscilla Morgan,1.3,80,81,37,4,54
448,Mariah Martin,4.5,51,52,54,7,52
449,Dana Jacobs,7.6,93,52,90,3,72
450,Charles Hawkins,5.1,50,86,100,10,74
451,Glen Mercado,6.2,98,48,74,8,71
452,Elizabeth Sexton,6.5,73,41,47,3,53
453,Maria Strong,3.4,69,69,68,9,63
454,Lindsay Bernard,4.6,93,50,94,3,66
455,Latoya Melendez,5.9,61,72,61,2,59
456,Patricia Thompson,6.2,56,85,79,9,72
457,James Mcdaniel,3.2,55,88,40,7,57
458,Elizabeth Morgan,6.7,65,79,67,1,63
459,Emily Fuller,9.2,78,58,69,1,67
460,Daniel Cobb,8.9,96,91,75,1,80
461,Matthew Jones,3.9,99,66,92,7,74
462,Kristina Kennedy,7.7,85,98,84,5,82
463,Michael Mccarthy,8.7,50,76,70,7,69
464,Martha Jones,2.9,80,55,56,7,57
465,Sarah Knight,5.4,70,76,67,8,68
466,Samantha Johnson,6.1,80,47,70,5,62
467,Stephanie Williamson,3.8,100,80,37,9,69
468,Brandy Long,3.6,77,98,36,3,61
469,Kayla Allen,4.3,54,63,84,3,57
470,Mark Cruz,1.9,57,60,78,10,58
471,Courtney Patel,4.7,86,69,97,1,68
472,Lorraine Graham,4.9,71,70,79,10,70
473,Carrie Price,7.9,54,92,52,1,63
474,Lisa Johnson,8.8,70,40,86,3,65
475,Lisa Kelley,9.1,62,56,47,3,60
476,Angela Patterson,8.8,71,48,67,8,68
477,Sarah Calderon,4.7,75,68,80,9,70
478,Phyllis Williams,9.3,89,73,98,8,86
479,Caitlin Taylor,8.7,77,90,57,1,71
480,Nicholas Leonard,1.6,88,100,57,2,63
481,Marco Maynard,9.5,64,65,65,2,66
482,Anthony Rocha,6.7,59,69,63,5,63
483,Sarah Lynch,3.7,87,76,78,6,69
484,John Harmon,2.6,65,63,39,1,46
485,Robert Young,5.3,91,70,53,9,70
486,Mr. Daniel Benson,9.2,85,42,80,5,71
487,Cheryl Smith,5.8,96,43,46,6,61
488,Melissa Mullen,2.9,54,53,49,8,50
489,Olivia Lowery,9.6,89,62,61,4,73
490,Sean Scott,2.7,70,75,50,1,52
491,Gabriella Gonzalez,6.6,79,83,66,4,70
492,Bridget Ramirez,3.0,80,42,83,5,58
493,Savannah Smith,4.0,96,67,57,8,68
494,Tanya Cunningham,6.5,56,52,87,2,59
495,Jennifer Copeland,7.4,63,79,64,10,73
496,Andrea Anderson,3.7,54,82,97,4,64
497,Karina Zamora,1.1,80,80,57,3,56
498,Christian Carter,1.3,61,81,71,2,54
499,Jason Jones,1.7,62,93,75,9,66
500,Gloria Moyer,7.4,57,56,67,9,65
501,Casey Allen,4.3,57,74,61,9,62
502,Alexander Campbell,6.7,72,48,75,2,60
503,Emily Walters,2.3,61,68,92,3,58
504,Daniel Robinson PhD,6.2,90,73,64,10,75
505,Lauren King,4.5,98,63,97,10,78
506,Sandra Washington,9.2,64,52,43,5,61
507,Colin Gonzales,6.5,100,75,72,5,76
508,Tracy Townsend,2.9,56,62,40,1,44
509,Beth Cox,9.2,95,88,80,3,83
510,Meredith Clark,3.2,84,95,66,8,72
511,Mark Walker,4.4,84,78,38,7,63
512,Mason Mcdaniel,8.2,59,98,84,1,73
513,Mrs. Sara Kelley DDS,5.8,65,95,53,8,70
514,Kelly Williams,1.3,81,61,46,2,49
515,Emily Coleman,4.8,89,41,58,9,62
516,Brian Turner,3.1,92,72,49,3,60
517,Gregory Bowers,2.6,58,92,87,9,69
518,Brad Simmons,5.2,64,58,37,3,51
519,Andrew Gonzalez,6.1,76,45,64,6,61
520,Brian West MD,9.5,74,65,51,2,65
521,Tara Smith,9.3,77,52,88,4,72
522,Susan Lawson,3.5,100,79,77,10,77
523,Kimberly Robertson,9.4,66,95,80,9,84
524,Jessica Hoover,7.1,51,84,85,2,66
525,Jason Pitts,1.8,68,47,77,7,54
526,Katherine Robinson,4.4,65,86,63,5,64
527,Mrs. Angela Greer,5.4,59,76,53,2,57
528,William Reed,5.9,60,78,75,7,68
529,Paul Smith PhD,6.7,74,59,82,4,67
530,Kimberly Price,8.2,58,61,42,4,58
531,Megan Chavez,8.2,53,77,72,7,70
532,Christopher Novak,1.7,51,64,80,5,53
533,Molly Boyd,2.8,92,87,65,2,65
534,Cody Harris,3.7,99,66,40,1,57
535,Nicole Foster,6.5,53,51,50,7,56
536,Kimberly Johnson,2.2,85,77,52,3,58
537,Victor Johnson,5.6,76,67,49,8,64
538,Matthew York,6.7,53,97,78,9,75
539,Julie Sullivan,4.1,76,50,53,8,58
540,Susan Camacho,5.7,72,96,82,6,75
541,Justin Moreno,1.7,99,87,77,9,74
542,Benjamin Bailey,1.1,84,81,47,7,59
543,Nicholas Solis,3.3,77,65,84,7,65
544,Alicia Blair,9.6,74,71,99,8,83
545,Monique Smith,9.7,59,80,41,9,71
546,Aaron James,3.6,80,79,74,10,71
547,Blake Porter,9.6,64,44,44,2,57
548,Maria Robinson,9.4,79,85,97,6,85
549,Joseph Jones,3.5,89,42,91,4,61
550,Jeffrey Lawrence,3.0,80,81,54,5,62
551,Ms. Robin Vasquez,5.0,84,48,41,8,59
552,Michael Cummings,6.5,77,48,91,10,72
553,Lisa Hatfield,2.7,59,61,94,9,63
554,Andrew Mcdonald,8.9,58,53,66,1,59
555,Christopher Knight,7.8,100,76,35,9,75
556,Jason Greer,7.7,57,88,42,1,61
557,Brandy Carter,4.7,87,95,46,5,69
558,Whitney Gutierrez,1.7,90,45,96,10,66
559,Thomas Joyce,6.7,95,92,56,5,76
560,Matthew Tanner,3.3,50,91,69,9,64
561,Marissa Miller,1.2,78,55,79,10,61
562,Mrs. Carla Mason,3.8,89,69,60,9,68
563,Gregory Thompson,8.7,74,89,88,5,80
564,Barbara Peters,2.0,91,98,36,3,61
565,Christopher Moore,9.0,77,49,40,4,61
566,Chelsea Jimenez,9.5,65,92,36,7,72
567,Misty Cochran,4.2,61,80,96,3,65
